term,prob,Topic
right,0.025728218257427216,topics_2
international,0.021228136494755745,topics_2
peace,0.020057313144207,topics_2
human_right,0.020041683688759804,topics_2
principle,0.013221805915236473,topics_2
woman,0.011769376695156097,topics_2
constitute,0.011354129761457443,topics_2
guarantee,0.010396324098110199,topics_2
commitment,0.010067135095596313,topics_2
inclusive,0.010025563649833202,topics_2
