term,prob,Topic
region,0.030127663165330887,topics_8
bimstec,0.02665288746356964,topics_8
regional,0.015298443846404552,topics_8
bric,0.013254468329250813,topics_8
cooperation,0.013064136728644371,topics_8
must,0.010726978071033955,topics_8
progress,0.00994057860225439,topics_8
connectivity,0.009527720510959625,topics_8
excellency,0.009268319234251976,topics_8
economic,0.007724796887487173,topics_8
