term,prob,Topic
russian,0.007868221960961819,topics_9
briefing,0.004272218327969313,topics_9
bulk,0.003776353318244219,topics_9
vpoa,0.003458610735833645,topics_9
think_tank,0.0026627753395587206,topics_9
season,0.0018318392103537917,topics_9
mahakali,0.0018299536313861609,topics_9
monsoon,0.0018299283692613244,topics_9
cargo,0.0018296482739970088,topics_9
expeditiously,0.0018268037820234895,topics_9
