term,prob,Topic
nation,0.006342658773064613,topics_6
address,0.005740669090300798,topics_6
click_pdf,0.005286527797579765,topics_6
file,0.005269201006740332,topics_6
english,0.0027397749945521355,topics_6
version,0.002567555522546172,topics_6
budgetary,0.002490411279723048,topics_6
perpetrator,0.0023278119042515755,topics_6
new,0.002022532280534506,topics_6
investment,0.0020127345342189074,topics_6
