term,prob,Topic
embark,0.01208583079278469,topics_4
environmental,0.009706810116767883,topics_4
synergy,0.009094739332795143,topics_4
administrative,0.008496295660734177,topics_4
graduation,0.007911119610071182,topics_4
food,0.006837678607553244,topics_4
arrival,0.004799146670848131,topics_4
globally,0.004787375684827566,topics_4
scientific,0.004778972361236811,topics_4
retreat,0.004530720412731171,topics_4
