term,prob,Topic
peace,0.030126219615340233,topics_11
troop,0.009193907491862774,topics_11
peacekeeping,0.008885259740054607,topics_11
international,0.00755146611481905,topics_11
humanitarian,0.0072674863040447235,topics_11
world,0.007046851795166731,topics_11
mission,0.006780597846955061,topics_11
peacekeeper,0.0062736100517213345,topics_11
war,0.005000872537493706,topics_11
commitment,0.004938589874655008,topics_11
